operator, total count, category (0=domain specific, 1=control flow, 2=file content handling, 3=file handling, 4=code execution (e.g. conda, python, rscript ..), 5=data handling (e.g. wget), 6=misc, 7=noise, 8=under 10 count)
scripts/area_plot.py, 4
scripts/KrakenTools/kreport2krona.py, 4
est_abundance.py, 4
add_to_queries, 4
$import_versions, 4
genome=$(echo, 4
ngd, 4
rnew=$(echo, 4
VALIDATION_STRINGENCY=SILENT, 4
R={input.ref}, 4
VALIDATION_STRINGENCY=LENIENT, 4
6_viewBS/inputfiles.txt, 4
fpython, 4
coverm, 3
gtfToGenePred, 3
genePredToBed, 3
scp, 3
crimson, 3
true), 3
$TMPDIR/fasta/db.fasta, 3
bbmap.sh, 3
plotCoverage, 3
findMotifsGenome.pl, 3
download-db.sh, 3
amrfinder, 3
?xml, 3
Query, 3
Dataset, 3
/Dataset, 3
/Query, 3
palin_mode=$(grep, 3
cellranger, 3
100, 3
hisat2_extract_exons.py, 3
hisat2_extract_splice_sites.py, 3
CTG_PREFIX=$(basename, 3
vamb, 3
mysql, 3
blastp, 3
cuteSV, 3
You, 3
MODE={params.mode}, 3
TAXON_LEVELS=(2, 3
picrust2_pipeline.py, 3
$1\, 3
Unassigned, 3
//, 3
htseq-count, 3
temp.txt, 3
1{{print}}, 3
10, 3
plot-vcfstats, 3
nofiles=$(ls, 3
base64, 3
slang=$(egrep, 3
mix_files=, 3
nolines=$(cat, 3
mix_files=-m, 3
papermill, 3
a=$(basename, 3
REMOVE_DUPLICATES=true, 3
print, 3
mash, 3
~/bin/SEACR/SEACR_1.3.sh, 3
3.0, 3
60.0, 3
200.0, 3
MarkDuplicates, 3
HaplotypeCaller, 3
bamtools, 3
%$//g, 3
$4, 3
maxVal)), 3
bc), 3
O={output}, 3
M={log}, 3
snpEff, 3
plotPCA, 3
stdbuf, 3
makeblastdb, 3
src/plot_auc_eachcci.sh, 3
src/plot_auc_merge.sh, 3
src/plot_aucpr_eachcci.sh, 3
src/plot_aucpr_merge.sh, 3
src/plot_f_eachcci.sh, 3
src/plot_f_merge.sh, 3
src/plot_mcc_eachcci.sh, 3
src/plot_mcc_merge.sh, 3
src/plot_fpr_eachcci.sh, 3
src/plot_fpr_merge.sh, 3
src/plot_fnr_eachcci.sh, 3
src/plot_fnr_merge.sh, 3
src/plot_pr_eachcci.sh, 3
src/plot_pr_merge.sh, 3
src/plot_time_merge.sh, 3
src/plot_memory_merge.sh, 3
true;, 3
wb_command, 3
run_MaxBin.pl, 3
rev), 3
src/scripts/Fasta_to_Scaffolds2Bin.sh, 3
DAS_Tool, 3
idvar=$(echo, 3
grid, 3
clean(r, 3
clean(, 3
freyja, 3
OUTFMT=6, 3
ionice, 3
AverageImages, 3
.05, 3
CENT=0, 3
CENT=$(grep, 3
../bcmap, 3
busco, 3
analyticsFile={wildcards.accession}-analytics.tsv, 3
expType={params.exp_type}, 3
PATH=$PATH:{workflow.basedir}/atlas-analysis/differential, 3
mktemp_dir, 3
idf_filename=$(perl, 3
hmmsearch, 3
SVL12K_DF, 3
`, 3
pilon, 3
0.5, 3
ngmlr, 3
basta, 3
SnpSift, 3
$F[$r];}}, 3
eff_size=$(awk, 3
nbatch=$(ls, 3
iter={config[interval.iter]}, 3
samp={config[interval.samp]}, 3
bpen={config[bpen]}, 3
bpen{bpen}.res_noheader.txt, 3
popd, 3
../../../{log.std}, 3
lofreq, 3
debug={params[1]}, 3
format={params[0]}, 3
paired={params[2]}, 3
STR={params[0]}, 3
genotype={params[1]}, 3
sha256sum, 3
tools/rename_multifasta_prefix.py, 3
threads={threads}, 3
flair.py, 3
segments=--segments, 3
sequenza-utils, 3
deduplicate_bismark, 3
string, 3
humann2_join_tables, 3
ribotricer, 3
O={output.stats}, 3
DEDUPLICATE_BISMARK, 3
/biodata/irg/grp_stich/Hv-DRR-pop/bin/bismark_v0.20.0/Bismark/bismark2summary, 3
STAR_lane1_map1_logfile.log, 2
ccs, 2
OUTPUT=$(dirname, 2
bismark2report, 2
bismark2summary, 2
filter_non_conversion, 2
temp.gtf;, 2
scripts/rename_multifasta_prefix.py, 2
real=$(realpath, 2
${{TMPDIR}}/merged.bed, 2
gmst.pl, 2
base=$(basename, 2
$TMPDIR/fasta/taxonmap, 2
transabyss, 2
transabyss-merge, 2
max_mem=$(({params.cpumem}, 2
riana, 2
run_dbcan.py, 2
/opt/deepvariant/bin/run_deepvariant, 2
dv_make_examples.py, 2
dv_call_variants.py, 2
dv_postprocess_variants.py, 2
scripts/prepend_labels.sh, 2
logs/validate_bed_file/bedtools_merge.log;, 2
!, 2
configureStrelkaGermlineWorkflow.py, 2
/usr/local/bin/HiC-Pro_3.1.0/bin/utils/sparseToDense.py, 2
geneBody_coverage.py, 2
Saccharomyces_cerevisiae.R64-1-1.ncrna.fa, 2
]/, 2
nextalign, 2
run_gubbins.py, 2
bamPEFragmentSize, 2
bamCompare, 2
PairSeq.py, 2
ParseHeaders.py, 2
filename={wildcards.ss_file};, 2
from_build=$(echo, 2
select=$[$(wc, 2
beaglew, 2
={wildcards.maf}, 2
={params.maf_upper}, 2
temp;, 2
demuxlet, 2
continue, 2
lastdb, 2
lastal, 2
medaka_consensus, 2
./bwa-0.7.17/bwa, 2
catfishq, 2
vcfsort, 2
bgziptabix, 2
log/{wildcards.sample}_qc.err, 2
log/{wildcards.sample}_minimap_hpv.err, 2
log/{wildcards.sample}_minimap_sort_hpv.err, 2
log/{wildcards.sample}_minimap_index_hpv.err, 2
run_pepper_margin_deepvariant, 2
log/{wildcards.sample}_minimap.err, 2
log/{wildcards.sample}_minimap_sort.err, 2
log/{wildcards.sample}_minimap_index.err, 2
log/{wildcards.sample}_qc_hpv.err, 2
./make-lineage-csv.py, 2
$2\, 2
=d),(?=d)//g, 2
get_species_taxids.sh, 2
=NF;X++){{OUT=OUT, 2
Unassigned_[0-9]*, 2
Unass)^, 2
){{seq=seq+1;print, 2
1{{print, 2
swarm, 2
Scripts/stampa_merge.py, 2
fold, 2
15), 2
bzcat, 2
vcffilter, 2
tombo, 2
rmats.py, 2
tail_start=1, 2
tail_start=2, 2
docjoin, 2
header=$(head, 2
cargo, 2
BERGSTROEM2020/{wildcards.population}/{wildcards.individual}_mt.sam, 2
cellranger-dna, 2
whatshap, 2
which, 2
maxThreads={threads}, 2
useGrid=false, 2
return, 2
if($3, 2
outdir=$(dirname, 2
$1, 2
psql, 2
plotFingerprint, 2
nanoQC, 2
PYTHONPATH={INDIC_NLP}, 2
50, 2
filename=`basename, 2
snippy, 2
INPUT={input.ubam}, 2
FASTQ=/dev/stdout, 2
INTERLEAVE=true, 2
NON_PF=true, 2
MergeBamAlignment, 2
SortSam, 2
SetNmMdAndUqTags, 2
GenomicsDBImport, 2
GatherVcfsCloud, 2
IndexFeatureFile, 2
bamcov, 2
cairosvg, 2
binary=giashard, 2
binary=~/go/bin/giashard, 2
mix_files=$(mktemp, 2
$mix_files, 2
nolines_txt=$($CAT, 2
total_nolines=$(echo, 2
Check, 2
fastq_screen, 2
bedops, 2
^:,, 2
preseq, 2
tracy, 2
nanoq, 2
vulcan, 2
faSize, 2
TEMPDIR=$(mktemp, 2
aMGSIM, 2
fcoolpup.py, 2
blastx, 2
=1, 2
impute2, 2
src/groundtruth.sh, 2
src/plot_groundtruth.sh, 2
src/previous_sctensor.sh, 2
src/sctensor.sh, 2
src/roc_auc_bin_f.sh, 2
src/plot_roc_auc_f.sh, 2
src/plot_prc_aucpr_mcc.sh, 2
src/plot_tr.sh, 2
${{OUTDIR}}/${{SAMPLE}}/${{SAMPLE}}_${{DIRECTION}}.fastq, 2
:::, 2
hisat2_index, 2
cd-hit-est, 2
blat, 2
gemma, 2
in1={input.fq1}, 2
out1={output.fq1P}, 2
ref=data/00adapters/truseq.fa.gz, 2
longstitch, 2
bbcountunique.sh, 2
cut_up_fasta.py, 2
concoct_coverage_table.py, 2
merge_cutup_clustering.py, 2
extract_fasta_bins.py, 2
mapDamage, 2
bracken, 2
$vcf_text, 2
metaphlan_hclust_heatmap.py, 2
scripts/gtfParser, 2
kmerresistance, 2
srst2, 2
ariba, 2
t_coffee, 2
hmmbuild, 2
;, 2
$var.bin., 2
concoct_bins.stats;, 2
metabat_bins.stats;, 2
maxbin_bins.stats;, 2
refined_bins.stats;, 2
concoct.checkm, 2
metabat.checkm, 2
maxbin.checkm, 2
refined.checkm, 2
reassembled_bins.stats;, 2
reassembled.checkm, 2
g), 2
abundance.stats, 2
)_*.xml, 2
samples.txt, 2
update_database, 2
metaWRAP, 2
memote, 2
paths, 2
dependencies, 2
extract_barcodes_path, 2
settings, 2
30nt),, 2
pangolin, 2
cas_data, 2
plink2, 2
read_analysis.py, 2
simulator.py, 2
bin/singleCellPipe, 2
/){{print}}else{{chomp;print, 2
PREFIX=`echo, 2
nnUNet_plan_and_preprocess, 2
nnUNet_train, 2
nnUNet_predict, 2
fslmerge, 2
ITK_GLOBAL_DEFAULT_NUMBER_OF_THREADS={threads}, 2
c3d, 2
MERIDA_ILP, 2
tmpdir=qc/fastqc/{wildcards.patient}-{wildcards.sample_type}.tmp, 2
analyticsFile=$(grep, 2
qcExitCode=$?, 2
get_methods_from_irap, 2
decoratedFile={output.decoexpression}, 2
decoratedFile=`echo, 2
ae_dir=$(perl, 2
mirbase_dir=$(perl, 2
expPath=$(pwd), 2
organism={params.organism}, 2
arrayDesignFile=$(get_arraydesign_file, 2
geneNameFile=${{expPath}}/mature.accession.tsv.aux, 2
$geneNameFile, 2
geneNameFile=$(get_geneNameFile_given_organism, 2
organism=$(get_organism_from_condensed_sdrf, 2
gff_file=$(, 2
./interproscan.sh, 2
e, 2
logs/rseqc/rseqc_junction_annotation, 2
workflow/scripts/expression_analysis/extractFromBAM_RegionBed_WPS_Cov.py, 2
set.seed(seed={wildcards.seed});, 2
set.current(processors={resources.procs});, 2
workflowname, 2
blank).+, 2
nextclade, 2
ANNOTATIONS_FILE={input.annot}, 2
TagBamWithReadSequenceExtended, 2
SUMMARY={output.summary}, 2
BASE_QUALITY={params.base_qual}, 2
NUM_BASES_BELOW_QUALITY={params.bases_below_qual}, 2
BASE_RANGE={params.base_range}, 2
BARCODED_READ=1, 2
OUTPUT_SUMMARY={output.summary}, 2
MISMATCHES={params.mismatches}, 2
NUM_BASES={params.num_bases}, 2
data/{wildcards.sample}/logs, 2
INPUT={input.bam}, 2
EukRep, 2
EMBL_dat_to_Trinotate_sqlite_resourceDB.pl, 2
LOAD_swissprot_blastp, 2
LOAD_pfam, 2
LOAD_swissprot_blastx, 2
TransDecoder.LongOrfs, 2
TransDecoder.Predict, 2
ILLUMINACLIP:{config[trimmomatic][ILLUMINACLIP]}, 2
LEADING:{config[trimmomatic][LEADING]}, 2
TRAILING:{config[trimmomatic][TRAILING]}, 2
results/{config[PROJECT]}/runs/{config[RUN]}/, 2
+config_path+, 2
gb, 2
+scripts_dir+/jaspar2motif.py, 2
t/;, 2
brew, 2
tmpdir=qc/fastqc/.{wildcards.sample_id}.tmp, 2
burn={config[ldhat.burn]}, 2
coal_sizes=$(echo, 2
xvf, 2
`#-B, 2
`#-j, 2
`#-z, 2
`#-E, 2
`#-c, 2
out/FinalOutput/out.clean, 2
./src/454/bin/sffinfo, 2
guppy_basecaller, 2
humann_databases, 2
shell:gatk, 2
read_fast5_basecaller.py, 2
glsearch36, 2
!seen[$1,$2]++, 2
ALIGNER={params.aligner}, 2
metaquast.py, 2
scripts/rcbbc, 2
workflow/scripts/fasta_to_nexus.py, 2
exome={params[1]}, 2
bed={params[3]}, 2
filter_string={params[4]}, 2
debug={params[5]}, 2
variantcalling={params[1]}, 2
expansion={params[0]}, 2
ExpansionHunter, 2
alsgenescanner={params[3]}, 2
SV={params[2]}, 2
alsgenescanner={params[0]}, 2
alignment_report={params.alignmentreport}, 2
sequencing_report={params.sequencingreport}, 2
calls_report={params.callsreport}, 2
expansion={params[1]}, 2
sort-bed, 2
./gffread/gffread, 2
transcripts.fasta, 2
transcripts.gff3, 2
gappa, 2
/usr/bin/time, 2
metaspades.py, 2
pid=$!, 2
/dev/null;do, 2
ps, 2
vistasoft_path}));, 2
jsonInfo=jsondecode(fileread({input.params_file}));, 2
BIDS_dir},, 2
preprocessed_reoriented,, 2
../{log}, 2
fasta_generate_regions.py), 2
freebayes-parallel, 2
fasta_generate_regions.py, 2
virsorter, 2
tools/filter_checkv.py, 2
configureStrelkaSomaticWorkflow.py, 2
INPUT={input.vcf}, 2
OUTPUT={output.vcf}, 2
NEW_SAMPLE_NAME={params.sample}\, 2
merge_kallisto.R, 2
zpca-tpm, 2
alfa, 2
bbsplit.sh, 2
options, 2
gtf=--gtf, 2
output=--outfileName, 2
zless, 2
cnvkit.py, 2
scripts/KrakenTools/combine_kreports.py, 2
reads_1.fastq, 2
in={input}, 2
out={output}, 2
in1={input.read1}, 2
in2={input.read2}, 2
strainphlan, 2
scripts/preprocessing_summary.py, 2
fslmaths, 2
reg_resample, 2
parts=(${{tmp//@/, 2
sum(samples.origin, 2
RUN_TRIMMING, 2
TRIM_5_ONLY, 2
align_trim, 2
medaka, 2
longshot, 2
Choose, 2
Kmer, 2
abyss-pe, 2
]/s/[^ATGCatgc]/N/g, 2
humann2_databases, 2
mpa2_table-v2.7.7.txt, 2
humann2_renorm_table, 2
gedi, 2
RiboReport/scripts/concatGFF.py, 2
sc=$(, 2
sp=$(, 2
add_to_dbs, 2
align_fa, 2
results/AMOEBAE_Data, 2
results, 2
find_redun_seqs, 2
csv_to_fasta, 2
tckmap, 2
alphainput=({input.alphainput}), 2
len=${{#alphainput[@]}}, 2
betainput=({input.betainput}), 2
len=${{#column[@]}}, 2
pcoainput=({input.pcoainput}), 2
len=${{#pcoainput[@]}}, 2
hhblits, 2
$(for, 2
done), 2
trap, 2
out_dir=$(dirname, 2
import_versions=$out_dir/import_versions.tsv, 2
db=$(echo, 2
version=$(echo, 2
abs=$(readlink, 2
$TMPDIR/import_versions, 2
in_dir=$(dirname, 2
inStrain, 2
pbsv, 2
gatk3, 2
45, 2
QUAL, 2
TMP_DIR={params.tmp}, 2
SORT_ORDER=coordinate, 2
ASSUME_SORTED=true, 2
I=/dev/stdin, 2
SO=coordinate, 2
rose-dt, 2
rose-dt-plot.py, 2
251831106, 2
ref, 2
NC_012920.1, 2
ann_solo, 2
\t{BISMARK}, 2
/biodata/irg/grp_stich/Hv-DRR-pop/bin/bismark_v0.20.1/Bismark/bam2nuc, 2
/biodata/irg/grp_stich/Hv-DRR-pop/bin/bismark_v0.20.1/Bismark/coverage2cytosine, 2
1_trimmed_reads/cat, 2
=n;, 2
.join(, 2
[fpython, 2
iu-gen-configs, 1
iu-filter-quality-minoche, 1
infile_$proj_name.tx, 1
STAR_init_map1_logfile.log, 1
lima, 1
\tcp, 1
\tCodes/generate_bootstrap_alignments.py, 1
Codes/extract_two_copy_genes.py, 1
\trm, 1
Codes/count_sequence_patterns.py, 1
Codes/make_fate_network.py, 1
Codes/cluster_fates.R, 1
ALL_TCG_GENES=`cat, 1
CHECK_PRESENCE=`grep, 1
Codes/cluster_bootstraps.py, 1
Codes/measure_recurrence_prevalence.py, 1
Codes/find_recurrent_quartets.sh, 1
Codes/measure_recurrence_magnitude.sh, 1
check.out, 1
fastx_renamer, 1
fastx_reverse_complement, 1
scripts/cmseq.sh, 1
https://www.gnu.org/licenses/, 1
kneaddata_database, 1
kneaddata, 1
mkfifo, 1
/dev/stdin, 1
${{TMPDIR}}/sorted.bam, 1
${{TMPDIR}}/sorted.bed, 1
${{TMPDIR}}/minus.bed, 1
${{TMPDIR}}/plus.bed, 1
${{TMPDIR}}/overlaps.bed, 1
${{TMPDIR}}/subtracted.bed, 1
gff2bed, 1
prerapsearch, 1
download_eggnog_data.py, 1
$TMPDIR/fasta/tm.map, 1
files=$(cat, 1
genome_id=$(echo, 1
new_id=$(grep, 1
$TMPDIR/fasta/jgi.map, 1
$TMPDIR/fasta/refseq.map, 1
$TMPDIR/fasta/taxonmap.1, 1
$TMPDIR/fasta/taxonmap.2, 1
summary, 1
/usr/local/bin/HiC-Pro_3.1.0/bin/utils/digest_genome.py, 1
LC_ALL=C;, 1
crypt4gh, 1
pizzly, 1
envs/ecc_caller/generate_bam_file.sh, 1
envs/ecc_caller/call_ecc_regions.sh, 1
envs/ecc_caller/assign_confidence.sh, 1
$FILE.new, 1
$1==track), 1
wigToBigWig, 1
plotProfile, 1
\xe2\x80\x93regionsLabel, 1
\t-g, 1
\t-w, 1
/,, 1
WC=`wc, 1
N_LINES=`echo, 1
odir=01qc/{wildcards.sample}_fastqc, 1
bam2wig.py, 1
img=$(readlink, 1
IMAGEPATH, 1
:${{img}}:, 1
https://ndownloader.figshare.com/files/2194841, 1
pattern=$(echo, 1
url=ftp://ftp.sra.ebi.ac.uk/vol1/fastq, 1
sample={wildcards.sample}, 1
parallel_jobs=$((, 1
bit-summarize-assembly, 1
eukcc, 1
working_dir=$(pwd), 1
${{CONDA_PREFIX}}/etc/conda/activate.d/set_env_vars.sh, 1
GTDBTK_DATA_PATH={params.gtdbtk_db_dir}, 1
${{working_dir}}/{log}, 1
={params.min_unk}, 1
amrfinder_update, 1
download-antismash-databases, 1
antismash, 1
run]}/6hrPlevPt/, 1
M={output.metrics}, 1
ascp, 1
genomeCoverageBed, 1
AssemblePairs.py, 1
CollapseSeq.py, 1
SplitSeq.py, 1
ratio=$(grep, 1
velocyto, 1
prepare_receptor4.py, 1
obabel, 1
fcd, 1
59, 1
15, 1
working, 1
estimate_degree, 1
estimate_degree_vs_true), 1
germlinew, 1
gzvcf2plink, 1
maskSegments, 1
ibd2degree, 1
muscle, 1
clustalo, 1
unassigned, 1
img, 1
pandoc, 1
html, 1
link, 1
/head, 1
body, 1
/body, 1
/html, 1
data/genome.fa, 1
shred, 1
dag.svg;, 1
rulegraph.svg, 1
tiddit, 1
genefuse, 1
$ANNOTSV/bin/AnnotSV, 1
samplot, 1
mergeBed, 1
outdir=`echo, 1
list.samples, 1
pedsim, 1
ibis, 1
.*//, 1
qapa, 1
biotype_1020, 1
display_label_1074, 1
cctyper, 1
filter_blast_m8.py, 1
mcl, 1
vcfutils.pl, 1
./Parsnp-Linux64-v1.2/parsnp, 1
harvesttools-Linux64-v1.2/harvesttools, 1
log/index_lra.err, 1
log/{wildcards.sample}_lra_map.err, 1
log/{wildcards.sample}_sv_call.err, 1
log/{wildcards.sample}_depth.err, 1
log/{wildcards.sample}_sort_vcf.err, 1
log/{wildcards.sample}_index_vcf.err, 1
log/{wildcards.sample}_pmd_hpv.err, 1
log/{wildcards.sample}_pmd.err, 1
log/index_lra_hpv.err, 1
log/{wildcards.sample}_lra_map_hpv.err, 1
log/{wildcards.sample}_sv_call_hpv.err, 1
log/{wildcards.sample}_depth_hpv.err, 1
log/{wildcards.sample}_sort_vcf_hpv.err, 1
log/{wildcards.sample}_index_vcf_hpv.err, 1
log/{wildcards.sample}_basic.err, 1
log/{wildcards.sample}_model.err, 1
log/{wildcards.sample}_basic_bam_sort1.err, 1
log/{wildcards.sample}_basic_bam_index1.err, 1
log/{wildcards.sample}_basic_bam_sort3.err, 1
log/{wildcards.sample}_basic_bam_index3.err, 1
log/{wildcards.sample}_model_based_bam_sort1.err, 1
log/{wildcards.sample}_model_based_bam_index1.err, 1
log/{wildcards.sample}_model_based_bam_sort3.err, 1
log/{wildcards.sample}_model_based_bam_index3.err, 1
log/{wildcards.sample}_basic_hpv.err, 1
log/{wildcards.sample}_model_hpv.err, 1
log/{wildcards.sample}_basic_bam_sort1_hpv.err, 1
log/{wildcards.sample}_basic_bam_index1_hpv.err, 1
log/{wildcards.sample}_basic_bam_sort3_hpv.err, 1
